Fecha,Producto,Cantidad,Precio Unitario,Total Venta,Meses
2023-10-04,Alimentos,2,10,20,Octubre
2023-07-25,Ropa,9,50,450,Julio
2023-08-31,Alimentos,8,10,80,Agosto
2023-02-01,Libros,1,20,20,Febrero
2023-02-19,Libros,3,20,60,Febrero
2023-07-10,Electrónic,5,200,1000,Julio
2023-05-15,Electrónic,5,200,1000,Mayo
2023-10-13,Ropa,1,50,50,Octubre
2023-08-18,Ropa,10,50,500,Agosto
2023-09-19,Juguetes,9,30,270,Septiembre
2023-03-05,Ropa,8,50,400,Marzo
2023-09-04,Electrónic,1,200,200,Septiembre
2023-06-05,Juguetes,8,30,240,Junio
2023-05-20,Ropa,5,50,250,Mayo
2023-09-10,Ropa,10,50,500,Septiembre
2023-03-12,Juguetes,10,30,300,Marzo
2023-03-08,Alimentos,3,10,30,Marzo
2023-12-12,Libros,10,20,200,Diciembre
2023-10-07,Juguetes,1,30,30,Octubre
2023-01-27,Electrónic,4,200,800,Enero
2023-01-14,Libros,2,20,40,Enero
2023-07-12,Ropa,5,50,250,Julio
2023-11-20,Ropa,1,50,50,Noviembre
2023-08-10,Libros,7,20,140,Agosto
2023-04-20,Juguetes,9,30,270,Abril
2023-01-10,Electrónic,8,200,1600,Enero
2023-04-16,Juguetes,5,30,150,Abril
2023-06-12,Alimentos,8,10,80,Junio
2023-01-27,Ropa,10,50,500,Enero
2023-05-08,Electrónic,3,200,600,Mayo
2023-12-19,Libros,10,20,200,Diciembre
2023-08-28,Ropa,8,50,400,Agosto
2023-03-19,Alimentos,7,10,70,Marzo
2023-01-26,Ropa,7,50,350,Enero
2023-03-05,Libros,6,20,120,Marzo
2023-09-06,Ropa,3,50,150,Septiembre
2023-07-29,Ropa,1,50,50,Julio
2023-04-27,Alimentos,1,10,10,Abril
2023-06-08,Juguetes,4,30,120,Junio
2023-09-17,Electrónic,3,200,600,Septiembre
2023-09-02,Alimentos,1,10,10,Septiembre
2023-02-07,Alimentos,7,10,70,Febrero
2023-04-25,Electrónic,2,200,400,Abril
2023-04-20,Ropa,1,50,50,Abril
2023-03-14,Juguetes,7,30,210,Marzo
2023-08-28,Alimentos,2,10,20,Agosto
2023-12-05,Libros,4,20,80,Diciembre
2023-04-20,Juguetes,3,30,90,Abril
2023-02-17,Electrónic,4,200,800,Febrero
2023-06-17,Libros,2,20,40,Junio
2023-07-04,Electrónic,2,200,400,Julio
2023-10-08,Ropa,3,50,150,Octubre
2023-01-19,Juguetes,6,30,180,Enero
2023-05-01,Libros,8,20,160,Mayo
2023-09-13,Ropa,9,50,450,Septiembre
2023-10-04,Ropa,5,50,250,Octubre
2023-07-29,Libros,4,20,80,Julio
2023-01-05,Ropa,9,50,450,Enero
2023-07-17,Alimentos,3,10,30,Julio
2023-07-09,Libros,4,20,80,Julio
2023-02-04,Alimentos,6,10,60,Febrero
2023-03-09,Ropa,3,50,150,Marzo
2023-06-18,Ropa,3,50,150,Junio
2023-05-22,Alimentos,9,10,90,Mayo
2023-07-19,Ropa,1,50,50,Julio
2023-11-21,Ropa,8,50,400,Noviembre
2023-08-22,Electrónic,8,200,1600,Agosto
2023-05-03,Ropa,4,50,200,Mayo
2023-03-02,Libros,2,20,40,Marzo
2023-03-21,Juguetes,10,30,300,Marzo
2023-03-29,Ropa,4,50,200,Marzo
2023-09-13,Juguetes,4,30,120,Septiembre
2023-05-06,Electrónic,1,200,200,Mayo
2023-10-01,Libros,5,20,100,Octubre
2023-08-31,Alimentos,9,10,90,Agosto
2023-06-12,Juguetes,8,30,240,Junio
2023-01-25,Libros,1,20,20,Enero
2023-07-01,Ropa,5,50,250,Julio
2023-03-28,Libros,4,20,80,Marzo
2023-06-21,Electrónic,8,200,1600,Junio
2023-07-15,Juguetes,3,30,90,Julio
2023-02-28,Libros,1,20,20,Febrero
2023-06-14,Alimentos,7,10,70,Junio
2023-11-15,Libros,1,20,20,Noviembre
2023-08-07,Alimentos,5,10,50,Agosto
2023-08-19,Ropa,9,50,450,Agosto
2023-01-21,Alimentos,1,10,10,Enero
2023-06-29,Ropa,10,50,500,Junio
2023-01-19,Ropa,3,50,150,Enero
2023-11-04,Libros,5,20,100,Noviembre
2023-05-12,Electrónic,5,200,1000,Mayo
2023-05-29,Libros,2,20,40,Mayo
2023-08-14,Juguetes,9,30,270,Agosto
2023-02-25,Ropa,8,50,400,Febrero
2023-04-19,Electrónic,3,200,600,Abril
2023-10-08,Juguetes,6,30,180,Octubre
2023-11-25,Juguetes,1,30,30,Noviembre
2023-05-10,Alimentos,8,10,80,Mayo
2023-08-07,Ropa,6,50,300,Agosto
2023-12-05,Libros,10,20,200,Diciembre
2023-09-08,Libros,3,20,60,Septiembre
2023-05-08,Alimentos,4,10,40,Mayo
2023-04-17,Juguetes,5,30,150,Abril
2023-02-04,Libros,2,20,40,Febrero
2023-12-30,Ropa,7,50,350,Diciembre
2023-06-28,Libros,2,20,40,Junio
2023-04-25,Alimentos,9,10,90,Abril
2023-04-11,Juguetes,4,30,120,Abril
2023-10-04,Libros,4,20,80,Octubre
2023-05-08,Alimentos,4,10,40,Mayo
2023-06-19,Alimentos,3,10,30,Junio
2023-04-20,Alimentos,3,10,30,Abril
2023-02-19,Libros,1,20,20,Febrero
2023-12-16,Libros,10,20,200,Diciembre
2023-03-31,Alimentos,4,10,40,Marzo
2023-10-11,Ropa,10,50,500,Octubre
2023-10-22,Juguetes,1,30,30,Octubre
2023-10-01,Ropa,2,50,100,Octubre
2023-04-10,Ropa,4,50,200,Abril
2023-04-28,Alimentos,4,10,40,Abril
2023-08-15,Electrónic,1,200,200,Agosto
2023-11-22,Alimentos,9,10,90,Noviembre
2023-05-09,Libros,4,20,80,Mayo
2023-07-08,Ropa,5,50,250,Julio
2023-08-21,Alimentos,8,10,80,Agosto
2023-01-01,Libros,8,20,160,Enero
2023-04-01,Ropa,10,50,500,Abril
2023-08-08,Alimentos,3,10,30,Agosto
2023-10-06,Ropa,1,50,50,Octubre
2023-12-27,Electrónic,8,200,1600,Diciembre
2023-07-31,Ropa,8,50,400,Julio
2023-12-18,Alimentos,9,10,90,Diciembre
2023-12-26,Ropa,7,50,350,Diciembre
2023-01-27,Juguetes,8,30,240,Enero
2023-01-03,Juguetes,8,30,240,Enero
2023-04-21,Alimentos,3,10,30,Abril
2023-11-20,Alimentos,2,10,20,Noviembre
2023-03-26,Juguetes,5,30,150,Marzo
2023-02-09,Juguetes,10,30,300,Febrero
2023-05-14,Electrónic,2,200,400,Mayo
2023-11-17,Ropa,2,50,100,Noviembre
2023-10-22,Juguetes,10,30,300,Octubre
2023-12-09,Alimentos,4,10,40,Diciembre
2023-11-03,Juguetes,3,30,90,Noviembre
2023-12-10,Alimentos,4,10,40,Diciembre
2023-07-15,Electrónic,2,200,400,Julio
2023-12-21,Electrónic,6,200,1200,Diciembre
2023-11-05,Juguetes,4,30,120,Noviembre
2023-10-15,Ropa,8,50,400,Octubre
2023-01-03,Electrónic,9,200,1800,Enero
2023-02-14,Libros,3,20,60,Febrero
2023-11-21,Ropa,6,50,300,Noviembre
2023-03-06,Ropa,3,50,150,Marzo
2023-07-12,Libros,7,20,140,Julio
2023-07-20,Alimentos,1,10,10,Julio
2023-03-27,Alimentos,8,10,80,Marzo
2023-06-25,Alimentos,6,10,60,Junio
2023-09-20,Juguetes,5,30,150,Septiembre
2023-10-09,Electrónic,3,200,600,Octubre
2023-10-01,Electrónic,9,200,1800,Octubre
2023-05-24,Juguetes,4,30,120,Mayo
2023-10-21,Alimentos,1,10,10,Octubre
2023-12-20,Ropa,5,50,250,Diciembre
2023-11-01,Alimentos,4,10,40,Noviembre
2023-04-20,Juguetes,10,30,300,Abril
2023-04-01,Alimentos,4,10,40,Abril
2023-08-19,Libros,10,20,200,Agosto
2023-04-04,Libros,8,20,160,Abril
2023-11-09,Ropa,4,50,200,Noviembre
2023-09-25,Ropa,6,50,300,Septiembre
2023-04-26,Libros,7,20,140,Abril
2023-11-04,Ropa,9,50,450,Noviembre
2023-11-22,Juguetes,7,30,210,Noviembre
2023-04-18,Alimentos,10,10,100,Abril
2023-08-23,Electrónic,5,200,1000,Agosto
2023-04-30,Electrónic,2,200,400,Abril
2023-04-13,Ropa,7,50,350,Abril
2023-03-15,Electrónic,9,200,1800,Marzo
2023-06-09,Juguetes,9,30,270,Junio
2023-04-10,Libros,9,20,180,Abril
2023-10-09,Libros,6,20,120,Octubre
2023-08-30,Ropa,7,50,350,Agosto
2023-06-23,Juguetes,1,30,30,Junio
2023-07-29,Juguetes,2,30,60,Julio
2023-09-19,Alimentos,10,10,100,Septiembre
2023-08-29,Juguetes,10,30,300,Agosto
2023-03-05,Alimentos,6,10,60,Marzo
2023-10-16,Juguetes,10,30,300,Octubre
2023-05-17,Libros,10,20,200,Mayo
2023-01-25,Electrónic,7,200,1400,Enero
2023-10-29,Libros,6,20,120,Octubre
2023-08-04,Ropa,8,50,400,Agosto
2023-01-28,Juguetes,1,30,30,Enero
2023-08-27,Alimentos,10,10,100,Agosto
2023-06-27,Juguetes,1,30,30,Junio
2023-03-10,Juguetes,9,30,270,Marzo
2023-04-13,Libros,9,20,180,Abril
2023-10-31,Ropa,2,50,100,Octubre
2023-09-13,Libros,1,20,20,Septiembre
2023-10-29,Ropa,6,50,300,Octubre
2023-09-28,Alimentos,9,10,90,Septiembre
2023-08-30,Alimentos,5,10,50,Agosto
2023-01-08,Alimentos,5,10,50,Enero
2023-08-05,Alimentos,2,10,20,Agosto
2023-01-12,Juguetes,5,30,150,Enero
2023-04-11,Juguetes,4,30,120,Abril
2023-04-12,Juguetes,3,30,90,Abril
2023-08-11,Alimentos,6,10,60,Agosto
2023-06-17,Alimentos,9,10,90,Junio
2023-09-11,Electrónic,7,200,1400,Septiembre
2023-08-08,Electrónic,8,200,1600,Agosto
2023-01-18,Juguetes,3,30,90,Enero
2023-01-16,Libros,1,20,20,Enero
2023-10-05,Electrónic,1,200,200,Octubre
2023-06-22,Alimentos,9,10,90,Junio
2023-01-12,Electrónic,7,200,1400,Enero
2023-12-16,Electrónic,5,200,1000,Diciembre
2023-08-03,Juguetes,3,30,90,Agosto
2023-02-08,Libros,4,20,80,Febrero
2023-10-19,Ropa,8,50,400,Octubre
2023-09-10,Libros,4,20,80,Septiembre
2023-08-24,Libros,6,20,120,Agosto
2023-02-28,Ropa,8,50,400,Febrero
2023-12-23,Alimentos,10,10,100,Diciembre
2023-12-10,Alimentos,6,10,60,Diciembre
2023-12-30,Electrónic,4,200,800,Diciembre
2023-03-13,Libros,9,20,180,Marzo
2023-09-05,Alimentos,10,10,100,Septiembre
2023-02-20,Alimentos,5,10,50,Febrero
2023-11-28,Juguetes,7,30,210,Noviembre
2023-08-26,Libros,5,20,100,Agosto
2023-03-05,Ropa,7,50,350,Marzo
2023-03-12,Juguetes,7,30,210,Marzo
2023-11-29,Alimentos,10,10,100,Noviembre
2023-04-03,Alimentos,1,10,10,Abril
2023-10-25,Alimentos,10,10,100,Octubre
2023-02-11,Juguetes,5,30,150,Febrero
2023-05-21,Alimentos,8,10,80,Mayo
2023-10-21,Electrónic,4,200,800,Octubre
2023-02-19,Libros,3,20,60,Febrero
2023-07-22,Juguetes,4,30,120,Julio
2023-08-03,Juguetes,6,30,180,Agosto
2023-10-11,Juguetes,7,30,210,Octubre
2023-02-21,Electrónic,9,200,1800,Febrero
2023-03-11,Alimentos,8,10,80,Marzo
2023-10-04,Juguetes,3,30,90,Octubre
2023-10-26,Juguetes,10,30,300,Octubre
2023-05-17,Alimentos,1,10,10,Mayo
2023-11-03,Electrónic,9,200,1800,Noviembre
2023-04-14,Juguetes,9,30,270,Abril
2023-05-01,Libros,4,20,80,Mayo
2023-11-26,Alimentos,1,10,10,Noviembre
2023-10-11,Ropa,5,50,250,Octubre
2023-08-21,Ropa,2,50,100,Agosto
2023-05-11,Alimentos,7,10,70,Mayo
2023-07-20,Libros,5,20,100,Julio
2023-06-23,Electrónic,3,200,600,Junio
2023-08-29,Juguetes,7,30,210,Agosto
2023-03-13,Ropa,4,50,200,Marzo
2023-05-16,Juguetes,5,30,150,Mayo
2023-06-15,Juguetes,1,30,30,Junio
2023-10-09,Electrónic,4,200,800,Octubre
2023-08-25,Ropa,7,50,350,Agosto
2023-06-30,Juguetes,3,30,90,Junio
2023-04-07,Juguetes,5,30,150,Abril
2023-10-23,Alimentos,4,10,40,Octubre
2023-11-30,Alimentos,2,10,20,Noviembre
2023-04-26,Alimentos,6,10,60,Abril
2023-01-04,Ropa,6,50,300,Enero
2023-08-14,Ropa,1,50,50,Agosto
2023-01-16,Alimentos,5,10,50,Enero
2023-09-24,Alimentos,2,10,20,Septiembre
2023-01-08,Electrónic,2,200,400,Enero
2023-08-14,Ropa,4,50,200,Agosto
2023-05-14,Electrónic,9,200,1800,Mayo
2023-01-03,Alimentos,8,10,80,Enero
2023-03-30,Libros,4,20,80,Marzo
2023-01-24,Electrónic,8,200,1600,Enero
2023-09-11,Electrónic,3,200,600,Septiembre
2023-08-31,Libros,8,20,160,Agosto
2023-07-15,Electrónic,6,200,1200,Julio
2023-01-27,Juguetes,3,30,90,Enero
2023-09-12,Ropa,8,50,400,Septiembre
2023-09-27,Alimentos,1,10,10,Septiembre
2023-08-10,Alimentos,7,10,70,Agosto
2023-03-02,Juguetes,10,30,300,Marzo
2023-01-27,Alimentos,9,10,90,Enero
2023-03-03,Libros,3,20,60,Marzo
2023-03-20,Juguetes,6,30,180,Marzo
2023-02-06,Juguetes,2,30,60,Febrero
2023-03-22,Libros,5,20,100,Marzo
2023-11-08,Electrónic,4,200,800,Noviembre
2023-01-23,Ropa,7,50,350,Enero
2023-02-17,Electrónic,7,200,1400,Febrero
2023-11-16,Ropa,10,50,500,Noviembre
2023-09-20,Libros,9,20,180,Septiembre
2023-10-17,Ropa,2,50,100,Octubre
2023-07-21,Libros,2,20,40,Julio
2023-06-16,Alimentos,4,10,40,Junio
2023-09-27,Alimentos,8,10,80,Septiembre
2023-06-05,Alimentos,3,10,30,Junio
2023-02-13,Libros,10,20,200,Febrero
2023-04-05,Ropa,10,50,500,Abril
2023-01-03,Ropa,5,50,250,Enero
2023-12-31,Libros,8,20,160,Diciembre
2023-05-04,Alimentos,4,10,40,Mayo
2023-03-29,Electrónic,3,200,600,Marzo
2023-02-24,Ropa,7,50,350,Febrero
2023-05-14,Ropa,5,50,250,Mayo
2023-02-02,Alimentos,7,10,70,Febrero
2023-01-11,Electrónic,5,200,1000,Enero
2023-01-07,Juguetes,4,30,120,Enero
2023-06-29,Libros,4,20,80,Junio
2023-07-16,Libros,5,20,100,Julio
2023-02-13,Ropa,2,50,100,Febrero
2023-12-19,Alimentos,3,10,30,Diciembre
2023-03-18,Libros,6,20,120,Marzo
2023-02-28,Libros,1,20,20,Febrero
2023-04-07,Libros,1,20,20,Abril
2023-08-31,Alimentos,7,10,70,Agosto
2023-05-30,Ropa,8,50,400,Mayo
2023-07-16,Ropa,9,50,450,Julio
2023-07-03,Libros,5,20,100,Julio
2023-03-26,Juguetes,7,30,210,Marzo
2023-01-11,Alimentos,6,10,60,Enero
2023-12-03,Electrónic,5,200,1000,Diciembre
2023-03-30,Alimentos,10,10,100,Marzo
2023-04-14,Libros,2,20,40,Abril
2023-04-29,Alimentos,4,10,40,Abril
2023-02-05,Alimentos,4,10,40,Febrero
2023-12-07,Alimentos,9,10,90,Diciembre
2023-11-20,Electrónic,9,200,1800,Noviembre
2023-12-29,Juguetes,9,30,270,Diciembre
2023-07-08,Juguetes,2,30,60,Julio
2023-06-09,Juguetes,7,30,210,Junio
2023-10-07,Juguetes,5,30,150,Octubre
2023-11-29,Ropa,5,50,250,Noviembre
2023-03-23,Electrónic,3,200,600,Marzo
2023-03-27,Juguetes,7,30,210,Marzo
2023-03-23,Electrónic,1,200,200,Marzo
2023-01-01,Alimentos,2,10,20,Enero
2023-03-04,Electrónic,4,200,800,Marzo
2023-07-19,Ropa,1,50,50,Julio
2023-12-26,Electrónic,6,200,1200,Diciembre
2023-09-28,Libros,8,20,160,Septiembre
2023-12-13,Electrónic,2,200,400,Diciembre
2023-05-25,Alimentos,8,10,80,Mayo
2023-05-11,Libros,9,20,180,Mayo
2023-08-12,Juguetes,5,30,150,Agosto
2023-10-31,Alimentos,8,10,80,Octubre
2023-09-05,Libros,5,20,100,Septiembre
2023-04-07,Juguetes,6,30,180,Abril
2023-04-20,Juguetes,3,30,90,Abril
2023-06-22,Electrónic,7,200,1400,Junio
2023-08-14,Ropa,4,50,200,Agosto
2023-06-14,Ropa,5,50,250,Junio
2023-10-14,Libros,1,20,20,Octubre
2023-02-09,Electrónic,2,200,400,Febrero
2023-06-08,Libros,3,20,60,Junio
2023-07-10,Juguetes,5,30,150,Julio
2023-12-17,Libros,9,20,180,Diciembre
2023-08-29,Alimentos,9,10,90,Agosto
2023-08-20,Alimentos,2,10,20,Agosto
2023-12-20,Ropa,9,50,450,Diciembre
2023-01-08,Ropa,7,50,350,Enero
2023-08-19,Alimentos,2,10,20,Agosto
2023-05-26,Libros,3,20,60,Mayo
2023-02-09,Electrónic,1,200,200,Febrero
2023-08-06,Libros,9,20,180,Agosto
2023-02-28,Electrónic,9,200,1800,Febrero
2023-02-14,Electrónic,8,200,1600,Febrero
2023-02-25,Libros,8,20,160,Febrero
2023-09-14,Alimentos,4,10,40,Septiembre
2023-01-28,Ropa,8,50,400,Enero
2023-01-27,Electrónic,4,200,800,Enero
2023-08-23,Libros,8,20,160,Agosto
2023-09-24,Juguetes,4,30,120,Septiembre
2023-05-12,Alimentos,9,10,90,Mayo
2023-05-06,Juguetes,9,30,270,Mayo
2023-05-07,Electrónic,8,200,1600,Mayo
2023-07-23,Alimentos,2,10,20,Julio
2023-05-23,Alimentos,4,10,40,Mayo
2023-05-04,Alimentos,7,10,70,Mayo
2023-08-24,Ropa,6,50,300,Agosto
2023-04-09,Electrónic,10,200,2000,Abril
2023-01-05,Electrónic,2,200,400,Enero
2023-06-07,Libros,9,20,180,Junio
2023-01-10,Alimentos,2,10,20,Enero
2023-08-10,Libros,6,20,120,Agosto
2023-08-30,Ropa,3,50,150,Agosto
2023-01-23,Libros,5,20,100,Enero
2023-06-15,Juguetes,5,30,150,Junio
2023-01-24,Libros,7,20,140,Enero
2023-12-02,Libros,5,20,100,Diciembre
2023-09-27,Ropa,6,50,300,Septiembre
2023-08-26,Juguetes,2,30,60,Agosto
2023-05-06,Libros,7,20,140,Mayo
2023-12-06,Alimentos,10,10,100,Diciembre
2023-09-11,Alimentos,6,10,60,Septiembre
2023-01-31,Ropa,4,50,200,Enero
2023-03-22,Libros,1,20,20,Marzo
2023-08-12,Alimentos,9,10,90,Agosto
2023-10-29,Juguetes,4,30,120,Octubre
2023-04-27,Alimentos,2,10,20,Abril
2023-06-09,Ropa,10,50,500,Junio
2023-08-21,Alimentos,8,10,80,Agosto
2023-03-28,Electrónic,6,200,1200,Marzo
2023-03-07,Electrónic,4,200,800,Marzo
2023-08-25,Electrónic,5,200,1000,Agosto
2023-08-14,Alimentos,9,10,90,Agosto
2023-08-30,Ropa,6,50,300,Agosto
2023-11-09,Alimentos,2,10,20,Noviembre
2023-10-26,Ropa,8,50,400,Octubre
2023-12-01,Juguetes,2,30,60,Diciembre
2023-05-16,Electrónic,4,200,800,Mayo
2023-02-09,Libros,1,20,20,Febrero
2023-01-09,Electrónic,2,200,400,Enero
2023-05-03,Electrónic,6,200,1200,Mayo
2023-11-30,Electrónic,5,200,1000,Noviembre
2023-10-26,Electrónic,1,200,200,Octubre
2023-08-22,Juguetes,3,30,90,Agosto
2023-06-05,Electrónic,1,200,200,Junio
2023-10-02,Juguetes,6,30,180,Octubre
2023-01-25,Electrónic,3,200,600,Enero
2023-05-20,Ropa,4,50,200,Mayo
2023-04-29,Alimentos,8,10,80,Abril
2023-12-20,Ropa,2,50,100,Diciembre
2023-04-10,Ropa,8,50,400,Abril
2023-05-19,Juguetes,5,30,150,Mayo
2023-02-03,Electrónic,4,200,800,Febrero
2023-03-04,Ropa,5,50,250,Marzo
2023-11-12,Juguetes,7,30,210,Noviembre
2023-05-22,Libros,7,20,140,Mayo
2023-11-19,Ropa,4,50,200,Noviembre
2023-07-31,Alimentos,6,10,60,Julio
2023-10-11,Ropa,6,50,300,Octubre
2023-12-09,Juguetes,4,30,120,Diciembre
2023-03-06,Libros,9,20,180,Marzo
2023-03-27,Alimentos,1,10,10,Marzo
2023-04-23,Ropa,9,50,450,Abril
2023-05-26,Electrónic,6,200,1200,Mayo
2023-01-20,Juguetes,5,30,150,Enero
2023-03-22,Alimentos,9,10,90,Marzo
2023-02-26,Libros,9,20,180,Febrero
2023-07-30,Juguetes,1,30,30,Julio
2023-11-18,Ropa,3,50,150,Noviembre
2023-06-20,Libros,8,20,160,Junio
2023-06-06,Libros,3,20,60,Junio
2023-05-02,Alimentos,5,10,50,Mayo
2023-08-07,Electrónic,9,200,1800,Agosto
2023-11-18,Juguetes,8,30,240,Noviembre
2023-01-17,Juguetes,8,30,240,Enero
2023-10-10,Libros,6,20,120,Octubre
2023-09-11,Juguetes,10,30,300,Septiembre
2023-01-03,Juguetes,10,30,300,Enero
2023-11-07,Alimentos,3,10,30,Noviembre
2023-08-20,Electrónic,6,200,1200,Agosto
2023-07-21,Juguetes,3,30,90,Julio
